Time,Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/hard and soft),Label (common/all),Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),T101,T102,T104,T106,T108,T110,T112,T114,T116,PDIC101,PDIC102,PDIC103,PIC101,A102,M102,A101,M101,A103,M103,R,T103,T105,T107,T109,T111,T113,T115,P101,P102,AV101,AV103,AV104,AV105,AV106,AV107,AV108,AV109,TV101,H103_heating_power,H105_heating_power,H107_heating_power,H109_heating_power,H111_heating_power,H113_heating_power,TH101_SetPoint,TH101_Temperature,TH101_Start,TH101_Status,TH102_SetPoint,TH102_Temperature,TH102_Start,TH102_Status,TH103_SetPoint,TH103_Temperature,TH103_Start,TH103_Status,FI101_Pulses,PS102,PS103,PS104,LS101,LS102,LS103,LS104,HT_EN_0,HT_ON,T_ERROR_0,SP_OK
0:05:25,0,0,0,0,0,0,0,0,187.17,176.83,168.46,163.76,86.52,98.04,94.39,92.8,86.12,0,1.442333,4.932333,1397.27124,0.589,6.601034,35.995998,7.418393,2.4212,0.588931,0.5,160.86,162.5,174.52,139.73,136.61,139.01,20.9,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,208.899994, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:05:55,0,0,0,0,0,0,0,0,186.79,176.96,168.52,164.05,87.51,97.97,94.32,92.75,86.21,0,1.406667,4.499,1402.36499,0.636,6.845123,35.933998,7.393721,2.4252,0.607994,0.5,160.88,162.52,174.47,139.8,136.66,139.03,20.91,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,22,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:06:25,0,0,0,0,0,0,0,0,186.23,175.78,168.54,163.72,86.96,98.12,94.47,92.75,86.1,0,1.406667,5.059333,1398.969238,0.681,6.931526,35.872002,7.430592,2.4318,0.592769,0.5,160.89,162.51,174.47,139.78,136.66,139.02,20.93,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,22,60,60,60,60,60,60,209,208.899994, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:06:55,0,0,0,0,0,0,0,0,187.06,176.58,168.72,163.91,86.47,98.18,94.45,92.69,86.2,0,1.443,4.349666,1414.166016,0.712,6.82872,35.810001,7.455146,2.4364,0.58801,0.5,160.87,162.5,174.44,139.79,136.64,139.01,20.94,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,208.899994, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:07:25,0,0,0,0,0,0,0,0,186.42,175.75,168.89,163.88,85.9,98.28,94.63,92.77,86.13,0,1.435667,4.386,1426.985352,0.82,6.882558,35.748001,7.41209,2.4478,0.821687,0.5,160.92,162.55,174.49,139.82,136.67,139.02,20.96,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,19,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:07:55,0,0,0,0,0,0,0,0,187.67,178.4,168.49,163.77,86.91,97.94,94.37,92.77,86.07,0,1.340667,3.291666,1423.165039,0.862,6.984667,35.686001,7.431241,2.4512,0,0.5,160.92,162.53,174.43,139.8,136.65,139.02,20.98,0, FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.700001, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:08:25,0,0,0,0,0,0,0,0,185.61,176.09,168.63,163.1,86.34,98.48,95.27,93.24,86.09,0,1.507333,4.883333,1407.289062,0.908,6.814465,35.624001,7.431241,2.4572,0.731623,0.5,160.91,162.53,174.46,139.79,136.64,139.02,20.96,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:08:55,0,0,0,0,0,0,0,0,186.55,177.41,168.61,163.56,86.49,98.36,94.79,93.21,86.13,0,1.429333,4.468333,1405.506348,0.972,6.554595,35.562,7.491131,2.4622,0.589243,0.5,160.93,162.61,174.48,139.8,136.69,139.05,20.98,0, FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:09:25,0,0,0,0,0,0,0,0,186.26,176.61,168.45,163.63,86.64,98.3,94.55,93.35,86.16,0,1.46,5.007333,1399.563477,1,6.794673,35.498001,7.440392,2.4668,0.657096,0.5,160.86,162.49,174.43,139.75,136.67,139.04,20.99,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,208.899994, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:09:55,0,0,0,0,0,0,0,0,186.72,176.6,168.54,163.6,86.82,98.21,94.56,93.42,86.26,0,1.493333,4.287,1410.175537,1.082,6.413959,35.458,7.480144,2.4668,0.605419,0.5,160.84,162.53,174.45,139.78,136.68,139.03,21,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,208.899994, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:10:25,0,0,0,0,0,0,0,0,187,176.5,168.65,163.92,86.4,98.24,94.58,93.5,86.17,0,1.431,4.822999,1410.685059,1.146,6.333094,35.375999,7.195227,2.4762,0.137692,0.5,160.95,162.54,174.48,139.82,136.67,139.02,21,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,208.800003, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:10:55,0,0,0,0,0,0,0,0,187.17,177.72,168.47,164.03,87.38,98.08,94.44,93.47,86.26,0,1.331333,4.708,1392.007568,1.188,6.627184,35.312,7.409057,2.4812,0.362087,0.5,160.97,162.57,174.51,139.81,136.69,139.06,21.03,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,22,60,60,60,60,60,60,209,208.899994, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:11:25,0,0,0,0,0,0,0,0,185.45,175.9,168.49,163.89,86.93,98.09,94.48,93.76,86.25,0,1.533333,4.837666,1407.628662,1.232,6.740974,35.251999,7.482781,2.4864,0,0.5,160.97,162.58,174.52,139.84,136.69,139.04,21.01,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,208.800003, TRUE , FALSE ,0,20.9, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:11:55,0,0,0,0,0,0,0,0,185.99,176.7,168.92,164.35,86.43,98.18,94.59,93.72,86.24,0,1.418666,4.175666,1419.769287,1.269,6.716596,35.188,7.449755,2.4914,0.606043,0.5,160.95,162.56,174.56,139.8,136.71,139.08,21.05,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.9, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:12:25,0,0,0,0,0,0,0,0,187.35,177.68,168.56,163.94,86.32,98.13,94.5,93.51,86.06,0.000333,1.515,5.176666,1392.431885,1.374,6.420553,35.125999,7.464476,2.4968,0.65317,0.5,160.99,162.59,174.51,139.84,136.7,139.06,21.01,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.9, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:12:55,0,0,0,0,0,0,0,0,186.1,176.98,168.44,163.98,87.28,97.5,94.22,93.61,86.11,0,1.399333,4.625666,1399.818115,1.408,6.563996,35.063999,7.461698,2.5014,0.626571,0.5,161,162.6,174.52,139.85,136.71,139.07,21.06,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:13:25,0,0,0,0,0,0,0,0,185.76,175.7,168.56,163.97,86.74,97.81,94.43,93.67,86.18,0,1.462333,4.892666,1407.798584,1.408,6.525433,35.001999,7.431241,2.5066,0.597318,0.5,160.98,162.57,174.55,139.83,136.7,139.08,21.06,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,208.899994, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:13:55,0,0,0,0,0,0,0,0,187.44,177.83,168.67,164.29,87.53,98.03,94.44,93.39,86.24,0,1.371667,4.598333,1402.874512,1.519,6.32109,34.939999,7.488286,2.5066,0.607234,0.5,161.03,162.61,174.53,139.8,136.73,139.1,21.08,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:14:25,0,0,0,0,0,0,0,0,186.13,176.33,169.01,164.37,86.32,98.17,94.67,93.52,86.14,0,1.468333,4.664333,1420.788086,1.565,6.773622,34.877998,7.435853,2.5144,0.436666,0.5,161.02,162.59,174.52,139.86,136.78,139.14,21.08,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,209.100006, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:14:55,0,0,0,0,0,0,0,0,187.01,178.29,168.41,163.89,87.71,98.02,94.44,93.3,86.15,0,1.232333,3.806333,1408.477783,1.633,6.945975,34.816002,7.416087,2.5206,0.585909,0.5,161.01,162.56,174.46,139.85,136.74,139.14,21.09,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:15:25,0,0,0,0,0,0,0,0,186.16,176.72,168.78,163.5,86.86,98.61,95.28,93.45,86.26,0,1.366,5.217333,1392.686768,1.697,6.797193,34.754002,7.431026,2.526,0.586301,0.5,160.97,162.57,174.5,139.84,136.73,139.09,21.08,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,209.100006, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:15:55,0,0,0,0,0,0,0,0,186.48,176.99,168.55,163.73,86.88,98.4,94.76,93.34,86.07,0.000333,1.344666,4.615666,1402.70459,1.743,6.609343,34.692001,7.461599,2.5306,0.668071,0.5,161.17,162.75,174.68,140,136.73,139.1,21.12,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:16:25,0,0,0,0,0,0,0,0,186.08,176.61,168.57,163.72,87.14,98.36,94.62,93.43,86.15,0,1.444333,4.860666,1406.525146,1.785,6.708644,34.630001,7.464486,2.5356,0.605956,0.5,161,162.6,174.51,139.85,136.73,139.12,21.1,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:16:55,0,0,0,0,0,0,0,0,187.1,176.76,168.64,163.86,86.86,98.35,94.62,93.39,86.22,0,1.395666,4.409999,1410.09082,1.813,6.395203,34.568001,7.388431,2.5402,0.590293,0.5,161.03,162.64,174.53,139.86,136.74,139.14,21.11,0, FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:17:25,0,0,0,0,0,0,0,0,186.56,175.52,168.9,164.02,86,98.46,94.73,93.25,86.17,0,1.452,4.670333,1423.5896,1.931,6.223751,34.506001,7.431241,2.5462,0.572293,0.5,161.02,162.6,174.51,139.85,136.75,139.11,21.11,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,19,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:17:55,0,0,0,0,0,0,0,0,186.61,178.53,168.42,163.96,87.44,98.15,94.3,93.09,86.12,0.000333,1.399667,4.288666,1402.36499,1.968,6.620666,34.444,7.40728,2.5506,0.601832,0.5,161.03,162.62,174.52,139.86,136.79,139.15,21.12,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:18:25,0,0,0,0,0,0,0,0,184.9,175.85,168.53,163.5,86.56,98.51,94.84,93.29,86.2,0,1.417333,4.695333,1417.05249,1.968,6.667366,34.380001,7.455282,2.5566,0.658631,0.5,161.04,162.6,174.52,139.86,136.72,139.09,21.15,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:18:55,0,0,0,0,0,0,0,0,186.81,177.68,168.56,164.1,86.75,98.35,94.65,93.14,86.06,0.000333,1.421667,4.745999,1399.308838,2.077,6.049473,34.32,7.533454,2.5622,0.633061,0.5,161.03,162.58,174.49,139.84,136.63,139,21.15,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,209.100006, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:19:25,0,0,0,0,0,0,0,0,186.37,176.14,168.67,163.8,86.78,98.34,94.74,93.19,86.24,0.000333,1.527,5.033,1405.336426,2.097,6.588574,34,7.032708,2.5666,0.661412,0.5,161.05,162.59,174.54,139.88,136.73,139.07,21.17,0, FALSE , TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:19:55,0,0,0,0,0,0,0,0,186.06,177.58,168.51,163.93,87.14,98.31,94.62,93.16,86.19,0,1.498333,4.735,1399.818115,2.193,6.994104,34.195999,7.321461,2.5688,0.608556,0.5,161.03,162.61,174.52,139.85,136.79,139.12,21.18,0, FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:20:25,0,0,0,0,0,0,0,0,185.6,176.31,168.69,164.03,87.17,98.34,94.75,93.21,86.21,0,1.509,4.984666,1409.411621,2.25,6.777202,34.133999,7.253736,2.5768,0.535924,0.5,161.05,162.64,174.55,139.88,136.75,139.11,21.17,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,208.899994, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
0:20:55,0,0,0,0,0,0,0,0,187.11,177.3,168.9,164.14,86.43,98.47,94.81,93.11,86.16,0,1.447667,4.522666,1413.826416,2.304,6.506954,34.07,7.443663,2.581,0.597764,0.5,161.17,162.75,174.63,139.98,136.76,139.13,21.17,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,208.899994, TRUE , FALSE ,0,20.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
