Time,Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/hard and soft),Label (common/all),Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),T101,T102,T104,T106,T108,T110,T112,T114,T116,PDIC101,PDIC102,PDIC103,PIC101,A102,M102,A101,M101,A103,M103,R,AV101,AV103,AV104,AV105,AV106,AV107,AV108,AV109,TV101,TH101_SetPoint,TH101_Temperature,TH101_Start,TH101_Status,TH102_SetPoint,TH102_Temperature,TH102_Start,TH102_Status,TH103_SetPoint,TH103_Temperature,TH103_Start,TH103_Status
15:10:22,0,0,0,0,0,0,0,0,173.52,183.41,152.85,106.91,83.04,98.37,96.39,92.74,83.26,0.578667,1.073333,2.915666,1422.912598,1.818,5.884245,21.725,6.944744,0.366,0.478163,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,203,202.699997,TRUE,FALSE,15,16.700001,TRUE,FALSE,90,90,TRUE,FALSE
15:10:52,0,0,0,0,0,0,0,0,174.23,184.45,151.46,107.28,83.41,98.68,96.75,92.64,83.6,0.58,1.091667,2.929666,1421.893799,1.885,6.411535,21.667,7.0562,0.37,0.547777,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,203,202.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:11:22,0,0,0,0,0,0,0,0,174.37,184.56,151.22,107.38,83.24,98.61,96.58,92.61,83.45,0.466333,1.118667,2.806666,1390.736084,1.941,6.496509,21.608,7.067026,0.3,0.580436,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,202.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:11:52,0,0,0,0,0,0,0,0,173.52,184.32,151.36,106.9,82.69,98.28,96.11,92.98,83.17,0.557667,1.119,2.842666,1376.897705,1.987,6.935017,21.551001,7.056645,0.377,0.571565,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:12:22,0,0,0,0,0,0,0,0,173.31,181.84,149.04,106.8,83.3,98.31,96.44,92.97,83.3,0.474333,1.073333,3.057666,1432.675781,2.019,6.634385,21.493,6.93273,0.387,0.556874,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,203,202.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:12:52,0,0,0,0,0,0,0,0,174.31,183.78,148.32,107.18,83.57,98.65,96.78,92.59,83.72,0.598,1.115667,2.856333,1406.697021,2.041,6.362018,21.434,6.919007,0.39,0.520699,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,203,202.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:13:22,0,0,0,0,0,0,0,0,173.57,184.36,148.88,106.56,82.73,98.4,96.32,92.95,83.25,0.608667,1.129,2.859333,1370.785156,2.144,5.636944,21.375,7.033298,0.392,0.574534,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.5,TRUE,FALSE,15,16.700001,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:13:52,0,0,0,0,0,0,0,0,173.06,183.87,147.9,106.19,82.7,98.21,96.2,93.27,83.12,0.580333,1.097667,2.891333,1387.679932,2.191,5.830534,21.318001,6.79526,0.396,0.592839,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,204,202.5,TRUE,FALSE,15,16.700001,TRUE,FALSE,90,90,TRUE,FALSE
15:14:22,0,0,0,0,0,0,0,0,173.5,183.84,149.16,106.44,83.25,98.42,96.54,93.02,83.36,0.468333,1.052667,2.987666,1423.761475,2.251,5.975591,21.26,6.988268,0.398,0.563902,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,203,202.600006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:14:52,0,0,0,0,0,0,0,0,174.14,183.56,149.08,107.02,83.55,98.78,96.97,92.69,83.68,0.465333,1.135667,2.949,1428.345947,2.256,6.152757,21.201,6.922245,0.405,0.464493,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,202.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:15:22,0,0,0,0,0,0,0,0,174.37,184.39,148.74,107.16,83.3,98.68,96.73,92.65,83.55,0.635667,1.089333,2.849,1386.661133,2.301,6.065345,21.143,6.994141,0.409,0.442537,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.600006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:15:52,0,0,0,0,0,0,0,0,173.39,184.2,148.56,106.79,82.65,98.29,96.32,93.18,83.17,0.501333,1.128,2.877,1374.605713,2.389,6.532012,21.066,6.98255,0.412,0.451902,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:16:22,0,0,0,0,0,0,0,0,173.05,183.88,148.2,106.44,82.85,98.16,96.14,93.22,83.11,0.521333,1.117,2.856666,1387.51001,2,6.143096,21.011999,8.095031,0.416,0.481246,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,22,204,202.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:16:52,0,0,0,0,0,0,0,0,173.44,183.27,148.07,106.48,83.3,98.46,96.66,92.87,83.46,0.539333,1.027667,2.981666,1418.837402,2.499,5.900595,20.955999,7.62078,0.42,0.472046,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.600006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:17:22,0,0,0,0,0,0,0,0,173.9,184.02,148.16,106.74,83.39,98.72,96.88,92.77,83.61,0.545333,1.110667,2.887333,1413.489014,2.499,6.180901,20.902,6.661648,0.427,0.499259,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,203,202.800003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:17:52,0,0,0,0,0,0,0,0,173.95,184.21,148.31,106.59,83.31,98.71,96.74,92.81,83.46,0.580333,1.079,2.943,1407.29126,2.564,5.770126,20.844,6.59642,0.429,0.522361,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,202.800003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:18:22,0,0,0,0,0,0,0,0,173.6,184.08,148.28,106.33,83.1,98.58,96.54,93.05,83.32,0.617,1.113667,2.889,1394.641602,2.653,5.975764,20.787001,6.676709,0.434,0.522361,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.600006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:18:52,0,0,0,0,0,0,0,0,173.41,184.07,147.73,106.31,82.93,98.48,96.44,93.23,83.3,0.572,1.087333,2.972666,1398.716553,2.653,5.833265,20.731001,6.887185,0.438,0.499259,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.600006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:19:22,0,0,0,0,0,0,0,0,173.32,184.01,146.38,106.36,82.97,98.47,96.48,93.21,83.33,0.534333,1.068333,2.824333,1390.396484,2.752,5.688577,20.674,6.844168,0.44,0.501739,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.600006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:19:52,0,0,0,0,0,0,0,0,173.29,183.96,145.88,106.37,82.93,98.49,96.49,93.39,83.33,0.474333,1.084,2.844333,1401.008789,2.761,5.960304,20.615999,6.901085,0.447,0.505246,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:20:22,0,0,0,0,0,0,0,0,173.5,183.72,146.47,106.56,83.08,98.61,96.65,93.27,83.37,0.580333,1.073333,2.917,1405.508545,2.786,5.832713,20.559999,6.849138,0.453,0.520132,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:20:52,0,0,0,0,0,0,0,0,173.56,184.08,147.57,106.68,83.14,98.69,96.67,93.18,83.38,0.569667,1.110667,2.901,1403.810547,2.926,5.878937,20.502001,6.823694,0.458,0.513723,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:21:22,0,0,0,0,0,0,0,0,173.66,183.73,148,106.59,83.23,98.65,96.62,93.23,83.42,0.548,1.084,2.952,1415.696289,2.964,6.341611,20.445,6.863811,0.462,0.521094,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,203,202.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:21:52,0,0,0,0,0,0,0,0,173.7,183.56,147.1,106.56,83.23,98.67,96.72,93.27,83.39,0.496,1.085,2.969666,1425.204834,2.998,6.71977,20.386999,6.858341,0.465,0.581396,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,19,202,202.600006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:22:22,0,0,0,0,0,0,0,0,173.85,183.9,145.92,106.4,83.17,98.72,96.72,93.27,83.45,0.512,1.116333,2.811666,1392.264404,3.059,7.021393,20.327999,6.904398,0.473,0.604154,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,202.600006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:22:52,0,0,0,0,0,0,0,0,173.11,183.65,145.45,105.81,82.6,98.36,96.23,93.4,83.16,0.522333,1.104,2.846,1373.332031,3.059,6.776486,20.271,6.987295,0.473,0.613301,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.399994,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:23:22,0,0,0,0,0,0,0,0,173.11,181.37,145.91,105.85,83.2,98.38,96.49,93.02,83.29,0.552,1.067667,2.938333,1434.288818,3.172,6.199293,20.212999,7.028413,0.48,0.558095,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,203,202.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:23:52,0,0,0,0,0,0,0,0,173.88,183.17,145.59,106.45,83.23,98.74,96.87,92.43,83.57,0.573,1.091,2.812,1382.840576,3.23,5.932573,20.155001,6.907371,0.484,0.532863,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,202.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:24:22,0,0,0,0,0,0,0,0,173.12,183.68,146.93,106.41,82.52,98.38,96.39,92.78,83.13,0.517,1.14,2.812,1372.907715,3.272,6.040112,20.093,6.970698,0.487,0.500328,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,22,202,202.300003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:24:52,0,0,0,0,0,0,0,0,173.09,181.96,147.16,106.44,83.09,98.47,96.58,92.78,83.35,0.534333,1.057667,3.045,1438.703613,3.33,6.351495,20.037001,7.182404,0.493,0.520418,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,203,202.199997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:25:22,0,0,0,0,0,0,0,0,173.88,182.5,145.99,106.92,83.49,98.81,96.98,92.49,83.58,0.472,1.071667,2.846333,1402.282471,3.368,6.781759,19.978001,7.103835,0.497,0.476466,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,202.399994,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:25:52,0,0,0,0,0,0,0,0,173.22,183.64,145.66,106.38,82.65,98.54,96.42,92.98,83.23,0.571333,1.147333,2.809666,1379.614502,3.43,7.452908,19.917,6.902394,0.502,0.447171,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,202.199997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:26:22,0,0,0,0,0,0,0,0,172.83,183.32,144.76,106.06,82.68,98.37,96.35,93.23,83.11,0.568,1.084,2.918333,1389.208008,3.479,6.38147,19.860001,7.103818,0.506,0.469284,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.100006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:26:52,0,0,0,0,0,0,0,0,172.96,182.66,143.86,106.18,82.97,98.52,96.59,93.14,83.35,0.507,1.06,2.92,1410.772217,3.528,6.037973,19.799999,7.115221,0.509,0.508484,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,203,202.199997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:27:22,0,0,0,0,0,0,0,0,173.44,181.67,143.12,106.59,83.2,98.73,96.9,92.94,83.47,0.541333,1.061333,2.949666,1427.07251,3.532,5.907457,19.739,7.079315,0.519,0.593905,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,202.399994,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:27:52,0,0,0,0,0,0,0,0,173.67,182.85,142.24,106.86,83.18,98.8,96.83,93,83.41,0.573667,1.125666,2.802666,1395.23584,3.622,5.466723,19.681999,7.123629,0.522,0.620855,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,202.300003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:28:22,0,0,0,0,0,0,0,0,172.8,182.68,142.99,106.17,82.38,98.28,96.19,93.41,83.05,0.470333,1.094,2.841,1388.27417,3.684,5.985442,19.622999,7.026721,0.526,0.627518,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,202.199997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:28:52,0,0,0,0,0,0,0,0,172.98,180.05,141.81,106.32,83.12,98.43,96.65,93.12,83.28,0.516,1.040333,3,1431.062744,3.734,6.160063,19.565001,7.000567,0.53,0.595914,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,202.199997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:29:22,0,0,0,0,0,0,0,0,173.55,182.16,141.26,106.77,83.36,98.71,96.86,92.71,83.49,0.543667,1.083333,2.779,1397.273437,3.781,6.111232,19.504999,7.092181,0.535,0.587057,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,202.199997,TRUE,FALSE,15,16.9,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:29:52,0,0,0,0,0,0,0,0,173.07,182.81,142.23,106.46,82.62,98.46,96.45,92.86,83.29,0.536667,1.057,2.854,1375.284912,3.801,6.083335,19.448,7.092676,0.542,0.561065,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,202.100006,TRUE,FALSE,15,16.9,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:30:22,0,0,0,0,0,0,0,0,172.84,180.45,142.43,106.16,83.09,98.52,96.65,93.04,83.28,0.477333,1.089,2.837,1427.242432,3.885,5.865692,19.389999,6.967066,0.548,0.591925,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,203,202,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
15:30:52,0,0,0,0,0,0,0,0,173.34,181.97,142.46,106.58,83.3,98.77,96.87,92.88,83.52,0.570667,1.133667,2.812666,1393.707764,3.931,6.556158,19.329,7.023831,0.553,0.593904,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,202.100006,TRUE,FALSE,15,17,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:31:22,0,0,0,0,0,0,0,0,172.78,181.9,144.25,106.35,82.63,98.44,96.39,93.08,83.11,0.449,1.101333,2.893333,1395.660156,3.977,6.215665,19.27,7.125066,0.557,0.620854,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,202,TRUE,FALSE,15,17,TRUE,FALSE,90,90,TRUE,FALSE
15:31:52,0,0,0,0,0,0,0,0,173.03,181.17,142.58,106.42,83.14,98.59,96.67,92.67,83.33,0.474333,1.074,2.978666,1413.489014,4.034,6.013817,19.211,7.08566,0.563,0.651679,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,202,TRUE,FALSE,15,17.1,TRUE,FALSE,90,90,TRUE,FALSE
15:32:22,0,0,0,0,0,0,0,0,173.32,180.69,142.2,106.43,83.15,98.74,96.8,92.76,83.38,0.447667,1.071333,2.887666,1411.451416,4.074,5.997911,19.155001,7.083151,0.572,0.699469,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,202,TRUE,FALSE,15,17.1,TRUE,FALSE,90,90,TRUE,FALSE
15:32:52,0,0,0,0,0,0,0,0,173.25,180.78,141.33,106.28,83.28,98.71,96.73,92.8,83.43,0.558,1.075333,2.88,1415.866211,4.096,6.020304,19.094999,6.516727,0.574,0.695417,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,201.899994,TRUE,FALSE,15,17.1,TRUE,FALSE,90,90,TRUE,FALSE
15:33:22,0,0,0,0,0,0,0,0,173.25,182.3,139.79,106.11,83.11,98.67,96.65,93.02,83.34,0.551667,1.130333,2.798666,1377.661865,4.201,5.006891,19.035999,6.95936,0.577,0.679955,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,201.699997,TRUE,FALSE,15,17.1,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:33:52,0,0,0,0,0,0,0,0,172.67,182.18,140.05,105.56,82.58,98.24,96.16,93.25,83.11,0.477333,1.09,2.831,1397.273437,4.252,5.859922,18.979,7.107246,0.581,0.630907,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,201.699997,TRUE,FALSE,15,17.1,TRUE,FALSE,90,90,TRUE,FALSE
15:34:22,0,0,0,0,0,0,0,0,172.91,179.97,138.69,105.89,83.26,98.52,96.74,93.01,83.41,0.474333,1.074,2.945333,1426.817871,4.309,6.366993,18.917999,7.000606,0.585,0.570605,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,201.699997,TRUE,FALSE,15,17.1,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:34:52,0,0,0,0,0,0,0,0,173.41,181.32,138.4,106.41,83.27,98.74,96.85,92.7,83.51,0.584,1.124333,2.763666,1383.944336,4.312,6.608768,18.858999,7.079157,0.594,0.541279,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,201.699997,TRUE,FALSE,15,17.1,TRUE,FALSE,90,90,TRUE,FALSE
15:35:22,0,0,0,0,0,0,0,0,172.67,182.25,140.43,106.19,82.53,98.38,96.28,93.02,83.08,0.45,1.087333,2.780333,1388.359131,4.377,6.255527,18.801001,7.191286,0.596,0.485036,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,201.600006,TRUE,FALSE,15,17,TRUE,FALSE,90,90,TRUE,FALSE
15:35:52,0,0,0,0,0,0,0,0,172.7,179.01,139.52,106.14,83.14,98.52,96.59,92.78,83.3,0.501667,1.064,2.985666,1426.223633,4.454,7.08541,1,6.657149,0.601,0.56115,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,201.600006,TRUE,FALSE,15,17,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:36:22,0,0,0,0,0,0,0,0,173.24,180.71,138.31,106.47,83.22,98.69,96.74,92.67,83.46,0.567,1.108,2.769666,1397.188477,4.467,6.907413,18.681,7.042588,0.605,0.559248,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,201.800003,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
15:36:52,0,0,0,0,0,0,0,0,172.59,181.97,138.47,106.03,82.66,98.42,96.35,93.21,83.17,0.526,1.098,2.830333,1376.048828,4.562,5.752237,18.622,7.177893,0.607,0.571566,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,201.5,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
15:37:22,0,0,0,0,0,0,0,0,172.49,180.02,138.38,106.02,82.92,98.35,96.4,93.25,83.17,0.476333,1.054,2.896666,1419.516602,4.599,5.941476,18.563999,7.118299,0.612,0.547777,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,201.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:37:52,0,0,0,0,0,0,0,0,173.21,179.47,137.18,106.61,83.4,98.74,96.9,93.42,83.51,0.494667,1.087333,2.915,1425.96875,4.621,6.142299,18.504,7.068284,0.618,0.478758,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,201.699997,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
15:38:22,0,0,0,0,0,0,0,0,173.07,180.76,136.7,106.58,83.02,98.71,96.75,93.57,83.39,0.481333,1.129,2.778,1391.075684,4.713,5.810147,18.445,7.064491,0.621,0.41957,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,201.600006,TRUE,FALSE,15,16.9,TRUE,FALSE,90,89.900002,TRUE,FALSE
