Time,Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/hard and soft),Label (common/all),Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),T101,T102,T104,T106,T108,T110,T112,T114,T116,PDIC101,PDIC102,PIC101,TV101,TH101_SetPoint,TH101_Temperature,TH102_SetPoint,TH102_Temperature,TH103_SetPoint,TH103_Temperature,A104,M104,A101,M101,A103,M107,M106,A106,A107,M103,F101,F102,F103,F104,AV101,AV104,AV105,AV106,AV107,AV108,AV109,FI101_Pulses,TH101_Start,TH101_Status,TH102_Start,TH102_Status,TH103_Start,TH103_Status,T_ERROR_0_C1,T201,T202,T204,T206,T208,T210,T212,PDIC201,PDIC202,PIC201,TV201,TH201_SetPoint,TH201_Temperature,TH202_SetPoint,TH202_Temperature,TH203_SetPoint,TH203_Temperature,A203,M203,AV201,AV203,AV205,AV207,AV208,FI201_Pulses,TH201_Start,TH201_Status,TH202_Start,TH202_Status,TH203_Start,TH203_Status,T_ERROR_0_C2
15:38:00,0,0,0,0,0,0,0,0,100.72,100.9,100.46,99.95,99.93,100.65,101.21,94.56,92.99,0.750333,0.481667,982.1203,0,135,134.899994,0,15.4,125,96.400002,1.699,0,70,4.152506,3.34,0.155912,6.868175,1,15.14,3.744509,3.040884,2.870932,1.552836,4.274387, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,119.74,119.06,116.9,119.43,116.57,108.65,118.59,0.629667,0.271333,981.56543,0,150,150,0,19.700001,0,18.1,16,0.115087, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:38:30,0,0,0,0,0,0,0,0,100.83,100.93,100.45,99.97,99.78,100.61,100.45,94.44,93.16,0.916667,0.525,981.86554,0,135,134.899994,0,15.4,125,96.5,1.699,0,70,4.152506,0,0.110293,0.579073,11.343,15.14,3.666426,3.040302,2.870967,1.55454,4.295001, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,119.82,119.06,116.91,119.45,116.59,108.68,118.61,0.629333,0.258333,981.485107,0,150,150,0,19.799999,0,18.1,0.018,0.144066, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:39:00,0,0,0,0,0,0,0,0,100.75,100.92,100.43,100.02,100.34,100.7,101.09,94.38,90.56,0.780333,0.502333,982.205139,0,135,135,0,15.4,125,96.5,1.698,0,69.949997,4.112054,3.4,0.079404,0.621431,11.35,15.141,3.533567,3.04096,2.871623,1.556435,4.218957, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.23,119.05,116.88,119.42,116.58,108.67,118.63,0.581333,0.264667,981.525391,0,150,150,0,19.9,0,18.1,0.021,295.00872, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:39:30,0,0,0,0,0,0,0,0,100.83,100.99,100.53,99.99,99.77,100.72,101.23,94.58,91.95,0.811667,0.517333,981.52594,0,135,134.899994,0,15.4,125,96.5,1.698,-0.007339,69.949997,4.112054,3.43,0.076452,0.684096,11.354,15.142,3.666431,3.040401,2.872338,1.556394,4.21402, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.01,119.06,116.88,119.42,116.56,108.62,118.6,0.582,0.264,981.485107,0,150,149.899994,0,19.9,0,18.1,0.021,0.110071, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:40:00,0,0,0,0,0,0,0,0,100.77,100.91,100.45,100,99.97,100.64,100.84,94.34,92.83,0.781667,0.528,980.846741,0,135,135,0,15.4,125,96.599998,1.698,-0.020563,69.900002,4.10132,3.46,0.072499,0.676569,11.354,15,3.783619,3.040377,2.872967,1.554431,4.210902, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.12,119.08,116.9,119.44,116.6,108.68,118.65,0.583667,0.253667,981.525391,0,150,150,0,20,0,18.1,0.025,-294.735575, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:40:30,0,0,0,0,0,0,0,0,100.77,100.91,100.45,99.93,100.04,100.65,101.11,94.37,93.03,0.72,0.486,981.86554,0,135,135,0,15.4,125,96.5,1.698,-0.027277,69.900002,4.10132,3.49,0.010569,0.759486,1,15.14,3.783617,3.041254,2.872908,1.552461,4.258141, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.1,119.05,116.89,119.43,116.59,108.67,118.64,0.581,0.262,981.56543,0,150,149.899994,0,20.1,0,18.1,0.025,-528.889822, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:41:00,0,0,0,0,0,0,0,0,100.76,100.89,100.45,99.94,100.11,100.63,101.13,94.21,93.15,0.752,0.475,982.205139,0,135,135,0,15.4,125,96.599998,1.698,-0.025809,69.800003,4.122251,3.52,-0.002503,0.832936,11.382,15.14,3.744514,3.039286,2.874683,1.550603,4.266528, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.02,119.05,116.9,119.46,116.59,108.67,118.62,0.567667,0.264667,981.525391,0,150,149.899994,0,20.1,0,18.1,0.025,0.244599, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:41:30,0,0,0,0,0,0,0,0,100.81,100.92,100.44,99.95,99.96,100.66,101.01,94.2,92.77,0.736667,0.480333,982.035339,0,135,135,0,15.4,125,96.599998,1.698,-0.020563,69.800003,4.122251,3.55,-0.006681,0.917164,11,15.138,3.666426,3.038568,2.874851,1.547269,4.264865, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.13,119.05,116.93,119.49,116.62,108.71,118.64,0.549,0.269,981.485107,0,150,150,0,20.200001,0,18.1,0.027,0.210339, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:42:00,0,0,0,0,0,0,0,0,100.77,100.89,100.45,99.91,98.95,100.61,100.59,93.74,92.99,0.872333,0.552667,982.714539,0,135,134.899994,0,15.4,125,96.599998,1.698,-0.007339,69.800003,4.056556,3.59,-0.047055,0.91581,11,15.138,3.533567,3.039416,2.875547,1.541541,4.233812, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.11,119.06,116.91,119.45,116.58,108.69,118.63,0.553667,0.248,981.444946,0,150,149.899994,0,20.200001,0,18.1,0.029,0.132393, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:42:30,0,0,0,0,0,0,0,0,100.8,100.89,100.32,99.99,100.46,100.7,101.22,93.75,90.78,0.932333,0.443667,982.884338,0,135,134.899994,0,15.3,125,96.5,1.698,0,69.800003,4.056556,3.62,-0.074912,-7.494109,11,15.138,3.744509,3.03981,2.877318,1.542179,4.166439, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.14,119.11,116.82,119.44,116.58,108.69,118.73,0.556333,0.266333,981.485107,0,150,150,0,20.299999,0,18.1,0.031,0.118875, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:43:00,0,0,0,0,0,0,0,0,100.79,100.93,100.45,99.96,99.79,100.71,101.07,93.95,91.84,0.817667,0.474667,982.205139,0,135,134.899994,0,15.3,125,96.5,1.698,0,69.699997,4.029133,3.651,-0.082903,-9.01009,11.402,15.136,3.78361,3.039989,2.876574,1.54726,4.219043, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.1,119.03,116.89,119.43,116.59,108.69,118.71,0.558,0.274333,981.56543,0,150,149.899994,0,20.299999,0,18.1,0.032,0.105579, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:43:30,0,0,0,0,0,0,0,0,100.76,100.92,100.46,99.95,99.94,100.66,101.17,93.72,92.63,0.699667,0.453333,982.714539,0,135,134.899994,0,15.3,125,96.599998,1.698,0,69.699997,4.029133,3.68,-0.105321,-0.066634,11.402,15.136,3.783615,3.039879,2.878028,1.548711,4.240712, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.09,119.05,116.9,119.43,116.58,108.67,118.69,0.549333,0.264,981.525391,0,150,150,0,20.4,0,18.1,0.032,0.182467, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:44:00,0,0,0,0,0,0,0,0,100.75,100.92,100.44,99.93,99.99,100.67,100.95,93.87,93.17,0.858333,0.475333,982.035339,0,135,134.899994,0,15.3,125,96.599998,1.698,0,69.599998,3.927491,3.72,-0.10138,7.353692,11.402,15.134,3.744517,3.039887,2.876668,1.54796,4.187822, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.15,119.04,116.87,119.42,116.57,108.68,118.68,0.540333,0.262667,981.56543,0,150,150,0,20.4,0,18.1,0.034,0.22507, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:44:30,0,0,0,0,0,0,0,0,100.77,100.9,100.43,99.97,99.95,100.65,101.23,93.5,92.6,0.814,0.516333,981.52594,0,135,135,0,15.3,125,96.5,1.698,0,69.599998,3.927491,3.77,-0.108898,8.188602,11.424,15.132,3.666434,3.039763,2.877254,1.547539,4.230956, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.09,119.06,116.88,119.42,116.55,108.7,118.69,0.540667,0.251333,981.525391,0,150,150,0,20.5,0,18.1,0.034,0.185086, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:45:00,0,0,0,0,0,0,0,0,100.75,100.86,100.45,99.86,99.88,100.67,100.8,93.59,92.72,0.822333,0.485,981.271179,0,135,135,0,15.3,125,96.5,1.698,0,69.550003,3.860535,3.83,-0.118203,10.611198,11.433,15.132,4.701061,3.037955,2.881015,1.545266,4.221196, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.3,119.09,116.89,119.43,116.58,108.69,118.7,0.517667,0.258333,981.605591,0,150,149.899994,0,20.5,0,18.1,0.034,0.139198, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:45:30,0,0,0,0,0,0,0,0,100.75,100.9,100.44,99.96,99.94,100.64,101.01,93.33,93,0.778667,0.508,982.374939,0,135,135,0,15.3,125,96.599998,1.697,0,69.550003,3.860535,3.88,-0.136732,0.914141,11.445,15.13,5.386983,3.038796,2.880612,1.5048,4.205771, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.21,119.04,116.89,119.43,116.58,108.68,118.68,0.522333,0.254667,981.525391,0,150,150,0,20.6,0,18.1,0.036,0.094736, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:46:00,0,0,0,0,0,0,0,0,100.73,100.9,100.44,99.91,100.08,100.65,101.21,93.36,91.59,0.783667,0.487667,981.271179,0,135,135,0,15.3,125,96.599998,1.697,-0.007338,69.5,3.965785,3.93,-0.127056,0.988359,11.45,15.128,5.939041,3.039282,2.878125,1.493174,4.209641, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.29,119.06,116.98,119.52,116.66,108.73,118.68,0.518,0.272333,981.56543,0,150,150,0,20.6,0,18.1,0.036,0.066196, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:46:30,0,0,0,0,0,0,0,0,100.73,100.89,100.45,99.93,99.5,100.66,101.12,93.29,92.71,0.767667,0.528,981.780701,0,135,135,0,15.3,125,96.599998,1.697,-0.02056,69.5,3.965785,3.98,-0.150428,1.10685,11.454,15.127,6.090871,3.038668,2.880967,1.528145,4.221835, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,120.3,119.06,116.89,119.44,116.59,108.69,118.7,0.508667,0.267333,981.525391,0,150,150,0,20.700001,0,18.1,0.038,0.066174, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:47:00,0,0,0,0,0,0,0,0,100.74,100.9,100.43,99.93,100.26,100.66,101.17,93.42,91.25,0.75,0.507,982.374939,0,135,135,0,15.3,125,96.599998,1.697,-0.025805,69.400002,3.98613,4.03,-0.172779,1.133445,11.454,15.127,5.760005,3.039451,2.880199,1.748179,4.254448, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,119.23,119.6,117.42,119.91,117.1,109.11,119.17,0.476,0.487,981.404907,0,150,149.699997,0,20.700001,0,18.1,0.038,0.073367, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:47:30,0,0,0,0,0,0,0,0,100.71,100.9,100.44,99.97,99.91,100.66,100.86,93.22,91.47,0.792333,0.508333,982.289978,0,135,135,0,15.3,125,96.599998,1.697,-0.027274,69.400002,3.98613,4.08,-0.152962,0.770878,11,15.127,6.090879,3.039447,2.882585,2.116769,4.256546, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.77,119.32,117.38,119.8,117.03,109.04,119.2,0.407667,0.455667,981.444946,0,150,149.699997,0,21.1,0,18.1,0.038,0.107277, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:48:00,0,0,0,0,0,0,0,0,100.75,100.91,100.49,99.99,99.9,100.6,101,93.11,92.89,0.742667,0.444,982.289978,0,135,135,0,15.3,125,96.599998,1.698,-0.02056,69.349998,3.91718,4.13,-0.123888,0.751325,11.48,15.127,6.127309,3.040293,2.881446,2.266533,4.216238, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.74,119.28,117.36,119.74,116.93,109,119.16,0.517667,0.467,981.444946,0,150,149.800003,0,21.9,0,18.1,0.04,0.107321, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:48:30,0,0,0,0,0,0,0,0,100.73,100.91,100.46,99.95,100.08,100.67,100.99,93.16,93.05,0.795,0.513,981.52594,0,135,134.899994,0,15.3,125,96.599998,1.698,0,69.349998,3.91718,4.18,-0.088967,0.832394,11.49,15.126,6.090875,3.040347,2.880182,2.305368,4.15991, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.74,119.3,117.37,119.75,116.99,109,119.13,0.498667,0.457333,981.485107,0,150,149.899994,0,22.700001,0,18.1,0.042,0.073367, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:49:00,0,0,0,0,0,0,0,0,100.74,100.91,100.46,99.95,100.11,100.7,100.49,93.41,93.11,0.862333,0.459333,982.374939,0,135,135,0,15.3,125,96.599998,1.698,0.02056,69.300003,4.01935,4.23,-0.056333,0.864662,11.503,15.128,6.173322,3.039645,2.881452,2.303163,4.1813, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.83,119.29,117.37,119.76,116.98,109,119.14,0.544,0.46,981.485107,0,150,149.899994,0,23.200001,0,18.1,0.042,0.148228, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
15:49:30,0,0,0,0,0,0,0,0,100.72,100.9,100.43,100.01,99.94,100.66,101,92.89,93.11,0.77,0.468333,981.780701,0,135,134.899994,0,15.3,125,96.5,1.698,0.025805,69.300003,4.01935,4.28,-0.013855,1.883995,1.5088,15.12,6.090863,3.040031,2.882948,2.298594,4.200593, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.75,119.29,117.36,119.74,116.97,109.01,119.09,0.368667,0.459,981.485107,0,150,149.899994,0,23.6,0,18.1,0.044,0.139749, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
