Time,Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/hard and soft),Label (common/all),Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),T101,T102,T104,T106,T108,T110,T112,T114,T116,PDIC101,PDIC102,PDIC103,PIC101,A102,M102,A101,M101,A103,M103,R,P101,P102,AV101,AV103,AV104,AV105,AV106,AV107,AV108,AV109,TV101,H103_heating_power,H105_heating_power,H107_heating_power,H109_heating_power,H111_heating_power,H113_heating_power,TH101_SetPoint,TH101_Temperature,TH101_Start,TH101_Status,TH102_SetPoint,TH102_Temperature,TH102_Start,TH102_Status,TH103_SetPoint,TH103_Temperature,TH103_Start,TH103_Status,FI101_Pulses,PS102,PS103,PS104,LS101,LS102,LS103,LS104,HT_EN_0,HT_ON,T_ERROR_0,SP_OK
29/04/2023 10:17:26,0,0,0,0,0,0,0,0,110.8,111.29,110.02,109.22,109.32,110.57,109.34,105.11,91.3,0.924667,0.134667,0,1413.062256,4.43,0.51674,0.4,0,0.3048,-2.430643,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,124,125,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.300003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:17:56,0,0,0,0,0,0,0,0,110.72,111.21,109.79,109.02,109.18,110.4,108.88,108.16,91.36,0.907,0.163333,0,1403.638428,4.43,0.462406,0.4,0,0.2888,-2.363717,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,125,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.199997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:18:26,0,0,0,0,0,0,0,0,110.43,110.93,109.47,108.71,108.84,110.17,108.55,108.57,91.38,0.91,0.156667,0,1387.422852,4.43,0.462404,0.4,0,0.2738,-2.319179,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.199997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:18:56,0,0,0,0,0,0,0,0,110.21,110.68,109.25,108.59,108.68,109.96,108.49,108.27,91.3,0.909333,0.171667,0,1391.073486,4.43,0.391326,0.4,0,0.2596,-2.274173,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.300003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:19:26,0,0,0,0,0,0,0,0,110.72,111.2,110.07,109.32,109.38,110.54,109.65,106.48,91.18,0.893,0.132667,0,1415.014893,4.44,0.328331,0.4,0,0.2444,-2.225601,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.400002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:19:56,0,0,0,0,0,0,0,0,110.78,111.28,109.86,109.1,109.19,110.37,108.82,106.87,91.34,0.855667,0.232667,0,1407.628662,4.44,0.328335,0.4,0,0.2152,-2.162068,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,125,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:20:26,0,0,0,0,0,0,0,0,110.53,111.03,109.58,108.85,108.92,110.22,108.56,108.48,91.37,1.025667,0.137333,0,1391.073486,0.443,0.258079,0.4,0,0.2018,-2.151504,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,125,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:20:56,0,0,0,0,0,0,0,0,110.33,110.79,109.34,108.59,108.74,110.1,108.47,108.49,91.43,0.925,0.151333,0,1381.47998,4.45,0.308077,0.4,0,0.188,-2.122101,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:21:26,0,0,0,0,0,0,0,0,110.59,111.01,109.84,109.09,109.26,110.42,109.35,108.14,91.38,0.935333,0.105,0,1410.09082,4.45,0.424386,0.4,0,0.1742,-2.091895,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,124.800003,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:21:56,0,0,0,0,0,0,0,0,110.88,111.36,110.07,109.25,109.4,110.58,109.27,104.63,91.42,1.067,0.145333,0,1414.250732,4.46,0.38378,0.4,0,0.1614,-2.057265,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,125,125,TRUE,FALSE,0,15.3,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:22:26,0,0,0,0,0,0,0,0,110.77,111.24,109.85,109.04,109.22,110.43,108.93,108.11,91.49,0.949667,0.140667,0,1401.855713,4.46,0.383081,0.4,0,0.135,-1.966845,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,125,TRUE,FALSE,0,15.3,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:22:56,0,0,0,0,0,0,0,0,110.41,110.9,109.41,108.63,108.87,110.18,108.54,108.67,91.41,0.904667,0.173333,0,1383.772461,4.46,0.438753,0.4,0,0.1212,-1.933781,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,126,125.099998,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:23:26,0,0,0,0,0,0,0,0,110.24,110.75,109.37,108.58,108.39,110.07,108.58,108.3,91.29,0.882667,0.122667,0.000333,1392.856445,4.46,0.424532,0.4,0,0.1058,-1.908236,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,125,125.099998,TRUE,FALSE,0,15.3,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:23:56,0,0,0,0,0,0,0,0,110.83,111.33,110.14,109.3,109.23,110.63,109.49,105.2,91.5,0.881667,0.121333,0,1415.439209,4.46,0.30805,0.4,0,0.0912,-1.913366,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,125,125.199997,TRUE,FALSE,0,15.3,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:24:26,0,0,0,0,0,0,0,0,110.66,111.25,109.87,109.05,109.05,110.44,108.74,107.03,91.66,0.886667,0.133333,0,1402.959473,4.47,0.328335,0.4,0,0.0812,-1.906666,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,124,125.099998,TRUE,FALSE,0,15.3,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:24:56,0,0,0,0,0,0,0,0,110.53,110.99,109.57,108.8,108.73,110.3,108.42,108.52,91.23,0.949,0.138667,0,1389.375732,4.47,0.328331,0.4,0,0.066,-2.045768,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:25:26,0,0,0,0,0,0,0,0,110.31,110.83,109.42,108.65,108.41,110.13,108.43,108.49,91.6,0.960333,0.169,0,1384.281738,4.48,0.258067,0.4,0,0.062,-1.855378,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,60,60,60,60,60,60,125,124.800003,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:25:56,0,0,0,0,0,0,0,0,110.23,110.78,109.49,108.72,108.82,110.16,108.95,108.33,91.73,0.917,0.130333,0,1401.685791,4.48,0.391326,0.4,0,0.0622,-1.593219,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,125,124.800003,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:26:26,0,0,0,0,0,0,0,0,110.89,111.36,110.13,109.28,109.34,110.64,109.63,104.84,91.7,0.901667,0.117,0,1418.071289,4.48,0.462404,0.4,0,0.06,-1.183424,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:26:56,0,0,0,0,0,0,0,0,110.86,111.35,109.97,109.13,109.24,110.49,108.99,107.05,91.77,0.903667,0.176,0.000333,1407.798584,4.48,0.391335,0.4,0,0.0624,-0.879711,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,125,125,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:27:26,0,0,0,0,0,0,0,0,110.61,111.05,109.59,108.83,108.9,110.27,108.7,108.59,91.84,0.917667,0.154333,0,1389.205811,4.48,0.258079,0.4,0,0.0608,-0.247629,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:27:56,0,0,0,0,0,0,0,0,110.21,110.7,109.25,108.51,108.67,110.02,108.41,108.45,91.86,0.854667,0.130667,0,1383.602539,4.48,0.205623,0.4,0,0.0604,-0.090703,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,60,60,60,60,60,60,125,124.800003,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:28:26,0,0,0,0,0,0,0,0,110.59,111.08,109.93,109.17,109.32,110.61,109.73,107.65,91.71,0.936667,0.124333,0,1414.42041,4.48,0,0.4,0,0.06,-0.031647,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,124.800003,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:28:56,0,0,0,0,0,0,0,0,110.87,111.29,110,109.17,109.28,110.55,109.22,104.47,91.82,0.966667,0.176333,0,1408.902344,4.48,0,0.4,0,0.06,-0.057542,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,125,125,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:29:26,0,0,0,0,0,0,0,0,110.61,111.15,109.74,108.91,109.08,110.35,108.81,108.19,91.86,0.846,0.150333,0,1399.053955,4.5,0,0.4,0,0.0596,-0.066273,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,125,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:29:56,0,0,0,0,0,0,0,0,110.36,110.88,109.42,108.65,108.8,110.09,108.59,108.48,91.91,0.962333,0.140333,0,1387.083252,4.5,0.305715,0.4,0,0.059,-0.048027,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,124,124.900002,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:30:26,0,0,0,0,0,0,0,0,110.37,110.83,109.48,108.75,108.93,110.21,108.92,107.95,91.86,0.931667,0.127333,0,1401.091553,4.5,0.464976,0.4,0,0.0588,-0.038639,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,125,124.599998,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:30:56,0,0,0,0,0,0,0,0,110.81,111.28,110.06,109.27,109.41,110.55,109.55,105.42,91.82,0.918,0.12,0,1415.778809,4.5,0.528912,0.4,0,0.0588,-0.037895,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,125,124.800003,TRUE,FALSE,0,15.2,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:31:26,0,0,0,0,0,0,0,0,110.71,111.22,109.81,109.03,109.11,110.37,108.9,107.5,91.84,0.945667,0.140667,0,1405.166748,4.5,0.528913,0.4,0,0.0586,-0.038058,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:31:56,0,0,0,0,0,0,0,0,110.53,111,109.52,108.78,108.89,110.21,108.67,108.56,91.85,0.897667,0.149,0,1389.375732,4.51,0.437981,0.4,0,0.0584,-0.036609,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:32:26,0,0,0,0,0,0,0,0,110.25,110.72,109.28,108.54,108.71,109.98,108.54,108.35,91.92,0.917333,0.116333,0,1386.064697,4.51,0.328341,0.4,0,0.0582,-0.025219,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:32:56,0,0,0,0,0,0,0,0,110.72,111.23,110.07,109.32,108.88,110.62,109.88,106.35,91.38,0.931,0.131333,0,1420.278564,4.51,0.258079,0.4,0,0.0582,-0.018072,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,125,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:33:26,0,0,0,0,0,0,0,0,110.82,111.31,109.92,109.1,108.83,110.46,109.05,106.15,91.88,0.862333,0.129333,0,1407.204346,4.51,0.272762,0.4,0,0.058,-0.018072,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,124,124.900002,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:33:56,0,0,0,0,0,0,0,0,110.56,111.08,109.62,108.85,108.56,110.27,108.73,108.43,91.92,1.016,0.159667,0,1392.177246,4.52,0.258079,20,0,0.0578,-0.01729,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:34:26,0,0,0,0,0,0,0,0,110.35,110.8,109.37,108.64,108.67,110.13,108.5,108.53,91.9,0.902,0.142333,0,1384.196777,4.52,0.328331,20,0,0.058,-0.015729,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,125,124.800003,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 10:34:56,0,0,0,0,0,0,0,0,110.29,110.77,109.4,108.7,108.73,110.18,108.74,108.08,91.89,0.923333,0.104333,0,1397.101318,4.53,0.258067,20,-843.250819,0.0578,-0.014904,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
