Time,Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/hard and soft),Label (common/all),Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),T101,T102,T104,T106,T108,T110,T112,T114,T116,PDIC101,PDIC102,PDIC103,PIC101,A102,M102,A101,M101,A103,M103,R,AV101,AV103,AV104,AV105,AV106,AV107,AV108,AV109,TV101,TH101_SetPoint,TH101_Temperature,TH101_Start,TH101_Status,TH102_SetPoint,TH102_Temperature,TH102_Start,TH102_Status,TH103_SetPoint,TH103_Temperature,TH103_Start,TH103_Status,FI101_Pulses,T_ERROR_0
12/5/2023 15:12,0,0,0,0,0,0,0,0,108.9,109.6,108.7,107.9,105,105.6,103.7,89.7,92.3,0.9,0.5,0.1,1316.4,0.8,2,98,4.7,0.7,2.2,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,47,122,125.599998,TRUE,FALSE,0,27.1,TRUE,FALSE,105,95.699997,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:13,0,0,0,0,0,0,0,0,107.3,107.7,106.7,106.3,105.5,106.4,106.5,103.2,92.5,0.8,2.3,0.1,1220,0.8,1.9,98,5.1,0.8,2.2,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29,125,125.300003,TRUE,FALSE,0,26.6,TRUE,FALSE,105,95.599998,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:13,0,0,0,0,0,0,0,0,107.1,107.6,107,106.9,106.6,106.8,106.1,98.3,92.3,1,0.5,0.3,1272.5,0.8,1.9,98,5.7,0.8,2.2,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,40,123,125.199997,TRUE,FALSE,0,25.6,TRUE,FALSE,105,95.5,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:14,0,0,0,0,0,0,0,0,107.6,108.1,107.5,107.5,106.7,107,106.5,97.4,92.3,1,0.1,0.1,1352.2,0.8,2.1,98,4.7,0.8,2.2,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43,122,124.5,TRUE,FALSE,0,26.799999,TRUE,FALSE,105,95.5,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:14,0,0,0,0,0,0,0,0,108.5,109.1,108.4,108.1,106.8,107.1,105.9,94.9,92,1.1,0.2,0.1,1321.6,0.8,2.2,97.9,5.8,0.8,2.2,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42,123,123.900002,TRUE,FALSE,0,26.799999,TRUE,FALSE,105,95.400002,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:15,0,0,0,0,0,0,0,0,108.8,109.3,108.9,108.7,107.8,108.2,107.3,95.4,92,0.9,3.6,0.3,1304,0.8,2,97.9,4.9,0.8,2.2,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47,129,124.099998,TRUE,FALSE,0,25.799999,TRUE,FALSE,105,95.400002,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:15,0,0,0,0,0,0,0,0,108.5,109,108.3,108.4,107.7,108.4,108,101.7,92,0.9,1.7,0.1,1312.7,0.8,1.6,97,4.2,0.9,2.2,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,50,129,125.099998,TRUE,FALSE,0,25.1,TRUE,FALSE,105,95.300003,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:16,0,0,0,0,0,0,0,0,108.5,109.1,108.5,108.5,108.1,108.4,108.1,102,92,1.2,0.2,0.1,1372.8,0.9,1.3,97.8,4.7,0.9,2.2,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49,129,125.900002,TRUE,FALSE,0,24.5,TRUE,FALSE,105,95.199997,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:16,0,0,0,0,0,0,0,0,108.8,109.3,108.5,108.5,107.7,108.3,108.4,102.7,91.9,0.6,3.6,0.2,1280.8,0.9,0.9,97.8,5.8,0,2.2,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,46,129,126.5,TRUE,FALSE,0,24.6,TRUE,FALSE,105,95.199997,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:17,0,0,0,0,0,0,0,0,109,109.6,109,108.8,107.9,107.8,106.8,99.4,91.8,1.1,0.3,0.3,1368.6,0.9,1,97.7,5.1,0,2.2,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,50,128,127,TRUE,FALSE,0,24.4,TRUE,FALSE,105,95.099998,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:17,0,0,0,0,0,0,0,0,109.6,110.1,109.4,109.3,108.2,108.7,108.1,97.5,91.8,1.1,0.6,0.1,1338.9,0.9,1.1,97.6,3.4,0.9,2.3,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45,126,127.099998,TRUE,FALSE,0,24.799999,TRUE,FALSE,105,95.099998,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:18,0,0,0,0,0,0,0,0,109.1,109.7,109.1,109.2,108.5,109.1,108.8,103.3,91.6,1.1,0.6,0.1,1343.3,0.9,1.6,97.6,4.7,1,2.3,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47,128,127.099998,TRUE,FALSE,0,24.799999,TRUE,FALSE,105,95.099998,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:18,0,0,0,0,0,0,0,0,109.6,110.1,109.2,109.3,108.3,108.8,108.5,102.4,91.7,1,1.5,0.1,1367.6,0.9,1.6,97.5,5.7,1,2.3,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,45,130,127.400002,TRUE,FALSE,0,24.200001,TRUE,FALSE,105,95,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:19,0,0,0,0,0,0,0,0,109.2,109.7,109.1,109.2,108.7,109.2,109,103.8,91.7,1.1,0.6,0.3,1358.3,0.9,1.6,97.5,5.7,1,2.3,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,50,129,127.900002,TRUE,FALSE,0,24.5,TRUE,FALSE,105,95,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:19,0,0,0,0,0,0,0,0,109.2,109.7,109,109.1,108.8,109.3,109.4,104.8,91.6,1,1.7,0.1,1338.3,1,1.6,97.5,5.1,1,2.3,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45,131,128.300003,TRUE,FALSE,0,24.700001,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:20,0,0,0,0,0,0,0,0,108.8,109.3,108.6,108.7,108.6,108.9,109.1,105.6,91.6,0.9,1.8,0.1,1309.9,1,1.6,97.5,4.7,1,2.3,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,49,130,128.699997,TRUE,FALSE,0,24.700001,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:20,0,0,0,0,0,0,0,0,108.8,109.4,108.7,108.8,108.5,108.7,108.7,104.3,91.4,1.1,0.8,0.1,1330.5,1,1.9,97.4,4.8,1,2.4,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,50,128,128.800003,TRUE,FALSE,0,25.200001,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:21,0,0,0,0,0,0,0,0,108.4,109,108.3,108.4,108.2,108.6,108.8,105.5,91.6,1.2,1,0.1,1306.4,1,2.4,97.4,4.8,1.1,2.3,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45,128,128.600006,TRUE,FALSE,0,26.200001,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:21,0,0,0,0,0,0,0,0,109.1,109.9,109.4,109.1,107.9,107.9,106.7,100.6,91.3,1,0.3,0.1,1365.4,1.1,2.6,97.3,4.7,2,2.4,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,50,128,128.300003,TRUE,FALSE,0,26.5,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:22,0,0,0,0,0,0,0,0,108.8,109.4,108.6,108.5,108.3,108.7,108.9,104.4,91.3,1.1,0.6,0.1,1331.8,1.1,2.8,97.3,5.1,1.1,2.4,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42,130,128.300003,TRUE,FALSE,0,27.200001,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:22,0,0,0,0,0,0,0,0,108.5,109.1,108.2,108.2,107.9,108.5,108.5,105.4,91.4,0.7,2.6,0.1,1288,1.1,2.9,97.3,5.7,1.1,2.4,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47,129,128.800003,TRUE,FALSE,0,26.700001,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:23,0,0,0,0,0,0,0,0,108.5,109.1,108.6,108.5,108.2,108.4,108.1,102.9,91.3,1.1,0.5,0.1,1322.6,0.1,2.9,97.2,4.7,1.2,2.4,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,50,127,128.600006,TRUE,FALSE,0,27.1,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:23,0,0,0,0,0,0,0,0,108.1,108.6,107.9,108,107.8,108.2,108.4,105.4,91.3,1,1.6,0.1,1290.5,1.2,2.7,97.1,4.8,1.2,2.4,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,48,125,128,TRUE,FALSE,0,27.9,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:24,0,0,0,0,0,0,0,0,107.6,108.2,107.4,107.4,107.4,107.9,108.1,105.5,91.3,1,1.2,0.1,1272.2,1.2,2.8,97.1,4.8,1.2,2.4,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,50,127,127.5,TRUE,FALSE,0,28,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:24,0,0,0,0,0,0,0,0,107.8,108.4,107.8,107.8,107.7,107.9,107.8,103.7,91.1,1.1,0.3,0.1,1300.5,1.2,2.9,0.1,4.1,1.2,2.4,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,50,127,127.099998,TRUE,FALSE,0,28.5,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:25,0,0,0,0,0,0,0,0,107.9,108.5,107.7,107.8,107.4,107.9,108,104.1,91.1,0.9,0.2,0.1,1301.4,1.2,3,97,6.2,1.2,2.4,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45,125,126.699997,TRUE,FALSE,0,29.200001,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:25,0,0,0,0,0,0,0,0,108.2,108.8,108.1,108.2,107.7,108.2,107.9,103.2,91,1,0.4,0.1,1309.2,1.3,3.1,97,5.2,1.3,2.4,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48,126,126.300003,TRUE,FALSE,0,29,TRUE,FALSE,105,94.5,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:26,0,0,0,0,0,0,0,0,108,108.6,107.9,108,107.6,108.1,108,104,91.1,1.1,0.3,0.1,1308.7,1.3,2.9,97,6.4,1.3,2.4,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48,127,126.099998,TRUE,FALSE,0,28.700001,TRUE,FALSE,105,94.5,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:26,0,0,0,0,0,0,0,0,108.1,108.7,108.1,108.1,107.7,108.1,108,103.9,91,1.1,0.2,0.1,1371.9,1.3,2.5,96.9,3.3,1.3,2.4,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45,126,126.199997,TRUE,FALSE,0,28.4,TRUE,FALSE,105,94.5,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:27,0,0,0,0,0,0,0,0,108,108.6,107.9,108,107.5,108,108,104,91,0.9,0.2,0.1,1309.9,1.3,2.7,96.9,4.7,1.3,2.4,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47,127,126.099998,TRUE,FALSE,0,28.299999,TRUE,FALSE,105,94.5,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:27,0,0,0,0,0,0,0,0,108.8,109.4,108.5,108.3,106.9,107.8,107.7,101,91,0.8,0.8,0.1,1299.5,1.3,2.2,96.8,4.8,1.3,2.3,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41,128,126.300003,TRUE,FALSE,0,28.299999,TRUE,FALSE,105,94.5,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:28,0,0,0,0,0,0,0,0,108.1,108.7,108,107.9,107.9,108.3,108.4,104.7,91,1,0.4,0.1,1308.3,1.3,2.1,96.8,5.7,1.4,2.3,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48,128,126.800003,TRUE,FALSE,0,27.9,TRUE,FALSE,105,94.400002,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:28,0,0,0,0,0,0,0,0,108,108.6,107.8,107.8,107.4,108.1,108.1,104.6,91,0.8,2.2,0.1,1276,1.4,2,96.7,5.7,1.4,2.2,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49,127,126.800003,TRUE,FALSE,0,27.4,TRUE,FALSE,105,94.400002,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:29,0,0,0,0,0,0,0,0,108.3,108.8,108.2,108.3,108,108.3,107.8,102.2,90.9,0.9,2.8,0.1,1273.2,1.4,2,96.7,5.1,1.4,2.2,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,50,125,126.699997,TRUE,FALSE,0,27.799999,TRUE,FALSE,105,94.400002,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:29,0,0,0,0,0,0,0,0,108.3,109,108.5,108.4,108,108.1,107.1,101.8,90.7,1,0.8,0.3,1328.7,0.4,2.1,96.6,3.2,1.4,2.2,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,50,125,126.300003,TRUE,FALSE,0,28.1,TRUE,FALSE,105,94.300003,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:30,0,0,0,0,0,0,0,0,109.1,109.6,109.1,108.9,107.5,108,106.8,96.2,90.9,0.8,3,0.3,1348.1,1.4,2.1,96.6,4.5,1.4,2.3,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,46,126,125.800003,TRUE,FALSE,0,28.1,TRUE,FALSE,105,94.300003,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:30,0,0,0,0,0,0,0,0,108.5,109,108.1,108.1,107.6,108.5,108.3,104.2,91,0.8,2,0,1305.8,1.4,2.3,96.5,6,1.5,2.3,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47,129,126.199997,TRUE,FALSE,0,27.700001,TRUE,FALSE,105,94.300003,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:31,0,0,0,0,0,0,0,0,109,109.6,109,108.8,107.6,107.9,107,99.5,90.8,1.1,0.2,0.1,1405.4,1.5,2.1,96.5,4.7,1.5,2.3,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,50,129,126.699997,TRUE,FALSE,0,26.799999,TRUE,FALSE,105,94.199997,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:31,0,0,0,0,0,0,0,0,109.5,110,109.2,109.1,107.7,108.6,108.4,100,90.8,1.1,0.3,0.1,1349.4,1.5,2.1,96.5,5.5,1.5,2.2,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,129,126.900002,TRUE,FALSE,0,27.1,TRUE,FALSE,105,94.199997,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:32,0,0,0,0,0,0,0,0,108.8,109.3,108.6,108.6,108.4,108.9,109.1,105.6,90.8,1.1,0.3,0.1,1341,1.5,1.9,96.4,6,1.5,2.3,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47,129,127.5,TRUE,FALSE,0,26.700001,TRUE,FALSE,105,94.199997,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:32,0,0,0,0,0,0,0,0,108.5,109,108.3,108.4,108.2,108.7,108.7,105.4,90.7,1.2,0.3,0.2,1334.1,1.5,1.6,96.4,5.1,1.5,2.3,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48,130,127.699997,TRUE,FALSE,0,26.1,TRUE,FALSE,105,94.199997,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:33,0,0,0,0,0,0,0,0,108.4,109,108.1,108.1,107.7,108.4,108.4,105.4,90.8,0.8,2.7,0.1,1286.4,1.5,1.8,40,5.7,5.9,2.3,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,46,129,128,TRUE,FALSE,0,26.6,TRUE,FALSE,105,94.099998,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:33,0,0,0,0,0,0,0,0,108.4,108.9,108.3,108.3,107.9,108.4,108.5,103.7,90.6,0.9,2.8,0.1,1285.3,1.6,2,96.3,5.3,1.6,2.2,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,50,129,128.199997,TRUE,FALSE,0,27.200001,TRUE,FALSE,105,94.099998,TRUE,FALSE,TRUE,FALSE
12/5/2023 15:34,0,0,0,0,0,0,0,0,108.1,108.6,108,108.1,107.9,108.3,108.4,104.5,90.7,0.9,1.8,0.1,1287.5,1.6,2.4,96.3,3.3,1.6,2.2,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,49,127,128.100006,TRUE,FALSE,0,27.799999,TRUE,FALSE,105,94.099998,TRUE,FALSE,TRUE,FALSE
