Time,Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/hard and soft),Label (common/all),Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T116,PDIC101,PDIC102,PIC101,P101,TV101,H103_heating_power,H105_heating_power,H107_heating_power,H109_heating_power,H111_heating_power,H113_heating_power,TH101_SetPoint,TH101_Temperature,TH102_SetPoint,TH102_Temperature,TH103_SetPoint,TH103_Temperature,A104,M104,A101,M101,A103,M107,M106,A106,A107,M103,F101,F102,F103,F104,AV101,AV103,AV104,AV105,AV106,AV107,AV108,AV109,FI101_Pulses,HT_EN_0,HT_ON,LS101,LS102,LS103,LS104,P102,PS102,PS103,PS104,SP_OK,TH101_Start,TH101_Status,TH102_Start,TH102_Status,TH103_Start,TH103_Status,T_ERROR_0,T201,T202,T203,T204,T205,T206,T207,T208,T209,T210,T211,T212,T213,PDIC201,PDIC202,PIC201,P201,TV201,H203_heating_power,H205_heating_power,H207_heating_power,H209_heating_power,H211_heating_power,H213_heating_power,TH201_SetPoint,TH201_Temperature,TH202_SetPoint,TH202_Temperature,TH203_SetPoint,TH203_Temperature,A203,M203,AV109,AV201,AV203,AV205,AV207,AV208,FI201_Pulses,HT_EN_0,HT_ON,LS201,LS202,LS203,LS204,P204,PS102,PS104,SP_OK,TH201_Start,TH201_Status,TH202_Start,TH202_Status,TH203_Start,TH203_Status,T_ERROR_0
11:25:00,0,0,0,0,0,0,0,0,100.69,100.82,114.26,100.19,117,99.75,131.39,100.66,120.55,100.65,115.89,100.91,118.24,99.28,94.69,0.690333,0.536,978.130066,30,0,60,60,60,60,60,60,135,134.899994,0,18.5,120,97.5,1.323,-0.328607,79.199997,3.790644,0.5,0.851166,-212.76187,11.447,11.418,6.427444,2.042818,3.13892,2.289989,4.125583, TRUE , FALSE , FALSE , FALSE , TRUE , FALSE , TRUE , TRUE ,FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.75,119.11,110.81,117.06,107.47,119.5,TRUE,116.66,TRUE,108.8,TRUE,118.92,TRUE,0.442667,0.342,977.953613,30,0,60,60,60,60,60,60,145,144.899994,0,18.299999,0,23.6,3,0, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE 
11:25:30,0,0,0,0,0,0,0,0,100.56,100.8,114.48,100.27,117.15,99.7,131.53,100.68,120.72,100.65,115.99,100.89,118.42,99.3,94.61,0.724,0.492667,978.639465,30,0,60,60,60,60,60,60,135,134.899994,0,18.5,120,97.5,1.319,-0.314569,79.099998,3.779874,0.55,0.863977,0.46763,11.45,1.4308,6.553816,2.041816,3.145521,2.297786,4.107013, TRUE , FALSE , FALSE , FALSE , TRUE , FALSE , TRUE , TRUE ,FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.75,119.1,111.19,117.07,107.86,119.52,TRUE,116.68,TRUE,108.81,TRUE,118.89,TRUE,0.428,0.346,977.873291,30,0,60,60,60,60,60,60,145,145,0,18.299999,0,23.700001,3,0, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE 
11:26:00,0,0,0,0,0,0,0,0,100.6,100.81,114.7,100.27,117.39,99.72,131.7,100.67,120.91,100.63,116.15,100.87,118.56,99.35,94.6,0.658667,0.491667,978.724304,30,0,60,60,60,60,60,60,135,134.899994,0,18.5,120,97.400002,1.317,-0.311932,79.099998,3.779874,0.6,0.874563,0.279802,11.45,11.437,6.448131,2.042425,3.144344,2.297577,4.336356, TRUE , FALSE , FALSE , FALSE , TRUE , FALSE , TRUE , TRUE ,FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.74,119.1,111.52,117.06,108.2,119.51,TRUE,116.63,TRUE,108.8,TRUE,118.9,TRUE,0.424667,0.352333,977.953613,30,0,60,60,60,60,60,60,145,145,0,18.4,0,23.700001,3,0, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE 
11:26:30,0,0,0,0,0,0,0,0,100.55,100.8,114.88,100.28,117.54,99.69,131.79,100.67,121.04,100.62,116.33,100.86,118.75,99.31,94.51,0.691667,0.509,978.214905,30,0,60,60,60,60,60,60,135,134.899994,0,18.5,120,97.300003,1.313,-0.308696,79.050003,3.698817,0.66,0.879974,4.634557,11.455,11.443,6.506925,2.042254,3.142797,2.298888,4.318625, TRUE , FALSE , FALSE , FALSE , TRUE , FALSE , TRUE , TRUE ,FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.74,119.1,111.89,117.05,108.54,119.5,TRUE,116.66,TRUE,108.78,TRUE,118.92,TRUE,0.440667,0.348333,977.953613,30,0,60,60,60,60,60,60,145,144.899994,0,18.4,0,23.700001,3,0, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE 
11:27:00,0,0,0,0,0,0,0,0,100.52,100.81,115.05,100.25,117.68,99.71,131.89,100.66,121.19,100.64,116.45,100.88,118.86,99.26,94.45,0.667333,0.492333,978.130066,30,0,60,60,60,60,60,60,135,134.899994,0,18.6,120,97.199997,1.312,-0.335367,79.050003,3.698817,0.71,0.875488,150.536821,11.455,11.449,6.366492,2.041958,3.144357,2.304283,4.348766, TRUE , FALSE , FALSE , FALSE , TRUE , FALSE , TRUE , TRUE ,FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.74,119.08,112.22,117.06,108.85,119.5,TRUE,116.67,TRUE,108.79,TRUE,118.91,TRUE,0.436333,0.342667,977.913452,30,0,60,60,60,60,60,60,145,144.899994,0,18.5,0,23.700001,3,0, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE 
11:27:30,0,0,0,0,0,0,0,0,100.52,100.8,115.15,100.31,117.76,99.74,131.93,100.66,121.19,100.65,116.61,100.5,119.02,99.27,94.41,0.62,0.481333,978.045105,30,0,60,60,60,60,60,60,135,134.899994,0,18.6,120,97.199997,1.309,-0.312059,79,3.817171,0.76,0.889826,209.254926,11.456,11.454,6.243171,2.041979,3.145709,2.308093,4.518925, TRUE , FALSE , FALSE , FALSE , TRUE , FALSE , TRUE , TRUE ,FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.73,119.08,112.53,117.06,109.19,119.51,TRUE,116.67,TRUE,108.8,TRUE,118.91,TRUE,0.429667,0.347333,977.913452,30,0,60,60,60,60,60,60,145,145,0,18.6,0,23.700001,3,0, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE 
11:28:00,0,0,0,0,0,0,0,0,100.52,100.82,115.33,100.35,117.95,99.78,132.07,100.69,121.39,100.66,116.74,100.78,119.17,99.28,94.23,0.567333,0.491,978.045105,30,0,60,60,60,60,60,60,135,134.899994,0,18.6,120,97.099998,1.304,-0.337224,79,3.817171,0.81,0.863997,0.266071,11.461,11.467,6.191982,2.042302,3.145961,2.309866,4.497703, TRUE , FALSE , FALSE , FALSE , TRUE , FALSE , TRUE , TRUE ,FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.77,119.11,112.94,117.06,109.61,119.51,TRUE,116.66,TRUE,108.79,TRUE,118.92,TRUE,0.433333,0.346667,977.913452,30,0,60,60,60,60,60,60,145,144.899994,0,18.6,0,23.700001,3,0, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE 
11:28:30,0,0,0,0,0,0,0,0,100.49,100.82,115.52,100.31,118.11,99.78,132.2,100.62,121.54,100.66,116.93,101.05,119.35,99.28,94.25,0.595333,0.467333,978.554504,30,0,60,60,60,60,60,60,135,135,0,18.6,120,97.099998,1.302,-0.349973,78.900002,3.870782,0.86,0.864001,0.275075,11.462,11.474,6.101737,2.042205,3.144904,2.315348,4.509428, TRUE , FALSE , FALSE , FALSE , TRUE , FALSE , TRUE , TRUE ,FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.74,119.07,113.28,117.07,109.96,119.51,TRUE,116.63,TRUE,108.8,TRUE,118.92,TRUE,0.428667,0.343333,977.953613,35,0,60,60,60,60,60,60,145,145,0,18.700001,0,23.700001,3,0, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE 
11:29:00,0,0,0,0,0,0,0,0,100.48,100.81,115.68,100.32,118.23,99.78,132.28,100.66,121.67,100.66,117.05,100.98,119.48,99.27,94.14,0.572667,0.479,978.639465,35,0,60,60,60,60,60,60,135,134.899994,0,18.6,120,97.099998,1.299,-0.35369,78.900002,3.870782,0.9,0.876646,0.271809,11.467,11.48,5.760001,2.041674,3.145443,2.318718,4.424411, TRUE , FALSE , FALSE , FALSE , TRUE , FALSE , TRUE , TRUE ,FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.65,119.09,113.57,117.25,110.21,119.69,TRUE,116.85,TRUE,108.95,TRUE,118.91,TRUE,0.422333,0.349,977.953613,35,0,60,60,60,60,60,60,145,145,0,18.799999,0,23.700001,3,0, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE 
11:29:30,0,0,0,0,0,0,0,0,100.46,100.82,115.8,100.28,118.35,99.76,132.36,100.68,121.76,100.66,117.15,101.05,119.58,99.29,94.14,0.572333,0.497,978.469666,35,0,60,60,60,60,60,60,135,134.899994,0,18.700001,120,97,1.296,-0.365091,78.849998,3.860205,0.95,0.885472,0.306501,11.463,11.486,5.76,2.041303,3.147048,2.319862,4.249998, TRUE , FALSE , FALSE , FALSE , TRUE , FALSE , TRUE , TRUE ,FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.74,119.09,113.89,117.07,110.53,119.52,TRUE,116.67,TRUE,108.8,TRUE,118.91,TRUE,0.429,0.345333,977.873291,35,0,60,60,60,60,60,60,145,145,0,18.799999,0,23.700001,3,0, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE 
11:30:00,0,0,0,0,0,0,0,0,100.49,100.8,115.97,100.29,118.52,99.73,132.48,100.68,121.83,100.64,117.36,101.02,119.77,99.29,94.1,0.525,0.527,978.299866,35,0,60,60,60,60,60,60,135,134.899994,0,18.700001,120,96.900002,1.295,-0.358217,78.849998,3.860205,1,0.893664,0.229637,11,11.492,5.760001,2.042126,3.147325,2.322407,4.391388, TRUE , FALSE , FALSE , FALSE , TRUE , FALSE , TRUE , TRUE ,FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.73,119.09,114.25,117.07,110.88,119.51,TRUE,116.67,TRUE,108.8,TRUE,118.91,TRUE,0.417,0.350667,977.873291,35,0,60,60,60,60,60,60,145,145,0,18.799999,0,23.700001,3,0, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE 
11:30:30,0,0,0,0,0,0,0,0,100.45,100.79,116.11,100.29,118.62,99.71,132.56,100.67,122,100.65,117.46,101,119.89,99.29,93.98,0.467333,0.446667,977.960266,35,0,60,60,60,60,60,60,135,134.899994,0,18.700001,120,96.900002,1.291,-0.340258,78.800003,3.902788,1.04,0.900596,0.134037,1.464,11.503,5.760001,2.041777,3.151445,2.327179,4.359588, TRUE , FALSE , FALSE , FALSE , TRUE , FALSE , TRUE , TRUE ,FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.71,119.08,114.57,117.16,111.26,119.59,TRUE,116.75,TRUE,108.84,TRUE,118.9,TRUE,0.438,0.346333,977.873291,35,0,60,60,60,60,60,60,145,144.899994,0,18.9,0,23.799999,3,0, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE 
